,explicit_doi,bibref,retrieved_local_doi,retrieved_remote_doi,manual_doi,local_score
269,10.3892/ijo.13.2.233,"Yamamoto, H, Monden, T, Miyoshi, H, et al. Cdk2/cdc2 expression in colon carcinogenesis and effects of cdk2/cdc2 inhibitor in colon cancer cells. Int J Oncol 1998; 13: 233–9. PMID: 9664116",10.3892/ijo.13.2.233,10.3892/ijo.13.2.233,10.3892/ijo.13.2.233,68.10514
270,10.1016/j.tranon.2016.08.007,"Wang, J, Yang, T, Xu, G, et al. Cyclin-dependent kinase 2 promotes tumor proliferation and induces radio resistance in glioblastoma. Transl Oncol 2016; 9: 548–56. PMID: 27863310",10.1016/j.tranon.2016.08.007,10.1016/j.tranon.2016.08.007,10.1016/j.tranon.2016.08.007,39.194725
271,10.4161/cc.6.23.4994,"Faber, AC, Chiles, TC. Inhibition of cyclin-dependent kinase-2 induces apoptosis in human diffuse large B-cell lymphomas. Cell Cycle 2007; 6: 2982–9. PMID: 18156799",10.4161/cc.6.23.4994,10.4161/cc.6.23.4994,10.4161/cc.6.23.4994,54.368687
272,10.2217/fon-2017-0561,"Yin, X, Yu, J, Zhou, Y, et al. Identification of CDK2 as a novel target in treatment of prostate cancer. Future Oncol 2018; 14: 709–18. PMID: 29323532",10.2217/fon-2017-0561,10.2217/fon-2017-0561,10.2217/fon-2017-0561,33.294888
273,10.3389/fonc.2018.00303,"Lin, ZP, Zhu, YL, Ratner, ES. Targeting cyclin-dependent kinases for treatment of gynecologic cancers. Front Oncol 2018; 8: 303. PMID: 30135856",10.3389/fonc.2018.00303,10.3389/fonc.2018.00303,10.3389/fonc.2018.00303,41.508858000000004
275,10.1021/jm800382h,"Wyatt, PG, Woodhead, AJ, Berdini, V, et al. Identification of N-(4-piperidinyl)-4-(2,6-dichlorobenzoylamino)-1H-pyrazole-3-carboxamide (AT7519), a novel cyclin dependent kinase inhibitor using fragment-based X-ray crystallography and structure based drug design. J Med Chem 2008; 51: 4986–99. PMID: 18656911",10.2210/pdb2vta/pdb,10.2210/pdb2vtp/pdb,10.2210/pdb2vtp/pdb,53.521126
276,10.1080/10428194.2016.1239259,"Seftel, MD, Kuruvilla, J, Kouroukis, T, et al. The CDK inhibitor AT7519M in patients with relapsed or refractory chronic lymphocytic leukemia (CLL) and mantle cell lymphoma. A Phase II study of the Canadian Cancer Trials Group. Leuk Lymphoma 2017; 58: 1358–65. PMID: 27750483",10.1080/10428194.2016.1239259,10.1080/10428194.2016.1239259,10.1080/10428194.2016.1239259,57.077534
277,10.1016/j.ejmech.2020.112073,"Cheng, C, Yun, F, Ullah, S, Yuan, Q. Discovery of novel cyclin-dependent kinase (CDK) and histone deacetylase (HDAC) dual inhibitors with potent in vitro and in vivo anticancer activity. Eur J Med Chem 2020; 189: 112073. PMID: 31991336",10.1016/j.ejmech.2020.112073,10.1016/j.ejmech.2020.112073,10.1016/j.ejmech.2020.112073,65.59123000000001
278,10.1021/jm0103256,"Honma, T, Hayashi, K, Aoyama, T, et al. Structure-based generation of a new class of potent Cdk4 inhibitors: new de novo design strategy and library design. J Med Chem 2001; 44: 4615–27. PMID: 11741479",10.1021/jm0103256,10.1021/jm0103256,10.1021/jm0103256,40.666046
279,10.1158/0008-5472.can-05-2507,"Payton, M, Chung, G, Yakowec, P, et al. Discovery and evaluation of dual CDK1 and CDK2 inhibitors. Cancer Res 2006; 66: 4299–308. PMID: 16618755",10.1158/0008-5472.can-05-2507,10.1158/0008-5472.can-05-2507,10.1158/0008-5472.can-05-2507,35.507607
280,10.3109/14756366.2015.1057716,"Wróbel, TM, Kiełbus, M, Kaczor, AA, et al. Discovery of nitroaryl urea derivatives with antiproliferative properties. J Enzyme Inhib Med Chem 2016; 31: 608–18. PMID: 26114307",10.3109/14756366.2015.1057716,10.3109/14756366.2015.1057716,10.3109/14756366.2015.1057716,38.000415999999994
281,10.1021/acschembio.5b00398,"Alexander, LT, Möbitz, H, Drueckes, P, et al. Type II inhibitors targeting CDK2. ACS Chem Biol 2015; 10: 2116–25. PMID: 26158339",10.1021/acschembio.5b00398,10.1021/acschembio.5b00398,10.1021/acschembio.5b00398,38.062763000000004
282,10.1016/j.bioorg.2014.01.001,"Gouda, AM, Abdelazeem, AH, Arafa, e-SA, Abdellatif, KR. Design, synthesis and pharmacological evaluation of novel pyrrolizine derivatives as potential anticancer agents. Bioorg Chem 2014; 53: 1–7. PMID: 24462996",10.1016/j.bioorg.2014.01.001,10.1016/j.bioorg.2014.01.001,10.1016/j.bioorg.2014.01.001,50.125893
283,10.1016/j.bmc.2017.08.039,"Gouda, AM, Abdelazeem, AH, Omar, HA, et al. Pyrrolizines: design, synthesis, anticancer evaluation and investigation of the potential mechanism of action. Bioorg Med Chem 2017; 25: 5637–51. PMID: 28916158",10.1016/j.bmc.2017.08.039,10.1016/j.bmc.2017.08.039,10.1016/j.bmc.2017.08.039,40.820698
284,10.1016/j.ejmech.2019.111780,"Shawky, AM, Abourehab, MAS, Abdalla, AN, Gouda, AM. Optimization of pyrrolizine-based Schiff bases with 4-thiazolidinone motif: design, synthesis and investigation of cytotoxicity and anti-inflammatory potency. Eur J Med Chem 2020; 185: 111780. PMID: 31655429",10.1016/j.ejmech.2019.111780,10.1016/j.ejmech.2019.111780,10.1016/j.ejmech.2019.111780,65.832
285,10.1016/j.ejmech.2019.01.003,"Cheng, W, Yang, Z, Wang, S, et al. Recent development of CDK inhibitors: an overview of CDK/inhibitor co-crystal structures. Eur J Med Chem 2019; 164: 615–39. PMID: 30639897",10.1016/j.ejmech.2019.01.003,10.1016/j.ejmech.2019.01.003,10.1016/j.ejmech.2019.01.003,42.89363
286,10.1016/j.ejmech.2017.07.067,"Tutone, M, Almerico, AM. Recent advances on CDK inhibitors: an insight by means of in silico methods. Eur J Med Chem 2017; 142: 300–15. PMID: 28802482",10.1016/j.ejmech.2017.07.067,10.1016/j.ejmech.2017.07.067,10.1016/j.ejmech.2017.07.067,47.356358
287,,"Ece, A, Sevin, F. The discovery of potential cyclin A/CDK2 inhibitors: a combination of 3D QSAR pharmacophore modeling, virtual screening, and molecular docking studies. Med Chem Res 2013; 22: 5832–43.",10.1007/s00044-013-0571-y,10.1007/s00044-013-0571-y,10.1007/s00044-013-0571-y,64.648315
288,,"Mohammad, T, Batra, S, Dahiya, R, et al. Identification of high-affinity inhibitors of cyclin-dependent kinase 2 towards anticancer therapy. Molecules 2019; 24: 4589.",10.3390/molecules24244589,10.3390/molecules24244589,10.3390/molecules24244589,47.484028
289,10.1016/j.ejmech.2015.04.032,"Nakanishi, I, Murata, K, Nagata, N, et al. Identification of protein kinase CK2 inhibitors using solvent dipole ordering virtual screening. Eur J Med Chem 2015; 96: 396–404. PMID: 25912672",10.1016/j.ejmech.2015.04.032,10.1016/j.ejmech.2015.04.032,10.1016/j.ejmech.2015.04.032,38.206177000000004
290,10.1021/jm050468i,"Zhang, Q, Muegge, I. Scaffold hopping through virtual screening using 2D and 3D similarity descriptors: ranking, voting, and consensus scoring. J Med Chem 2006; 49: 1536–48. PMID: 16509572",10.1021/jm050468i,10.1021/jm050468i,10.1021/jm050468i,63.875572
291,10.1080/14756366.2019.1693702,"Liang, J-W, Wang, M-Y, Wang, S, et al. Identification of novel CDK2 inhibitors by a multistage virtual screening method based on SVM, pharmacophore and docking model. J Enzyme Inhib Med Chem 2020; 35: 235–44. PMID: 31760818",10.1080/14756366.2019.1693702,10.1080/14756366.2019.1693702,10.1080/14756366.2019.1693702,45.9768
292,10.1007/s00894-012-1528-7,"Poulsen, A, William, A, Blanchard, S, et al. Structure-based design of nitrogen-linked macrocyclic kinase inhibitors leading to the clinical candidate SB1317/TG02, a potent inhibitor of cyclin dependant kinases (CDKs), Janus kinase 2 (JAK2), and Fms-like tyrosine kinase-3 (FLT3). J Mol Model 2013; 19: 119–30. PMID: 22820730",10.1007/s00894-012-1528-7,10.1007/s00894-012-1528-7,10.1007/s00894-012-1528-7,80.75371
293,10.1007/978-1-60761-839-3_11,"Horvath, D. Pharmacophore-based virtual screening. Methods Mol Biol 2011; 672: 261–98. PMID: 20838973",10.1007/978-1-60761-839-3_11,10.1007/978-1-60761-839-3_11,10.1007/978-1-60761-839-3_11,23.23046
294,10.1016/j.bmcl.2015.08.050,"Hu, Y, Li, S, Liu, F, et al. Discovery of novel nonpeptide allosteric inhibitors interrupting the interaction of CDK2/cyclin A3 by virtual screening and bioassays. Bioorg Med Chem Lett 2015; 25: 4069–73. PMID: 26316466",10.1016/j.bmcl.2015.08.050,10.1016/j.bmcl.2015.08.050,10.1016/j.bmcl.2015.08.050,54.0982
295,10.1093/nar/gkw287,"Sunseri, J, Koes, DR. Pharmit: interactive exploration of chemical space. Nucleic Acids Res 2016; 44: W442–8. PMID: 27095195",10.1093/nar/gkw287,10.1093/nar/gkw287,10.1093/nar/gkw287,52.89154
296,,"Gouda, AM, Ali, HI, Almalki, WH, Azim, MA, et al. Design, synthesis, and biological evaluation of some novel pyrrolizine derivatives as COX inhibitors with anti-inflammatory/analgesic activities and low ulcerogenic liability. Molecules 2016; 21: 201.",10.3390/molecules21020201,10.3390/molecules21020201,10.3390/molecules21020201,67.58546
297,10.1016/j.bioorg.2019.103371,"Attalah, KM, Abdalla, AN, Aslam, A, Ahmed, M, et al. Ethyl benzoate bearing pyrrolizine/indolizine moieties: design, synthesis and biological evaluation of anti-inflammatory and cytotoxic activities. Bioorg Chem 2020; 94: 103371. PMID: 31708230",10.1016/j.bioorg.2019.103371,10.1016/j.bioorg.2019.103371,10.1016/j.bioorg.2019.103371,63.6268
298,10.2478/acph-2018-0026,"Gouda, AM, Abdelazeem, AH, Abdalla, AN, Ahmed, M. Pyrrolizine-5-carboxamides: exploring the impact of various substituents on anti-inflammatory and anticancer activities. Acta Pharm 2018; 68: 251–73. PMID: 31259695",10.2478/acph-2018-0026,10.2478/acph-2018-0026,10.2478/acph-2018-0026,57.056580000000004
299,,"Belal, A, Gouda, AM, Ahmed, AS, Abdel Gawad, NM. Synthesis of novel indolizine, diazepinoindolizine and pyrimidoindolizine derivatives as potent and selective anticancer agents. Res Chem Intermed 2015; 41: 9687–701.",10.1007/s11164-015-1958-9,10.1007/s11164-015-1958-9,10.1007/s11164-015-1958-9,71.91985
301,10.1016/j.ejmech.2018.04.029,"Malki, WH, Gouda, AM, Ali, HEA, et al. Structural-based design, synthesis, and antitumor activity of novel alloxazine analogues with potential selective kinase inhibition. Eur J Med Chem 2018; 152: 31–52. PMID: 29684708",10.1016/j.ejmech.2018.04.029,10.1016/j.ejmech.2018.04.029,10.1016/j.ejmech.2018.04.029,42.823741999999996
302,10.1016/j.jsps.2019.04.003,"Alkahtani, HM, Alanazi, MM, Aleanizy, FS, et al. Synthesis, anticancer, apoptosis-inducing activities and EGFR and VEGFR2 assay mechanistic studies of 5,5-diphenylimidazolidine-2,4-dione derivatives: molecular docking studies. Saudi Pharm J 2019; 27: 682–93. PMID: 31297023",10.1016/j.jsps.2019.04.003,10.1016/j.jsps.2019.04.003,10.1016/j.jsps.2019.04.003,56.861637
303,,"Abdalla, AN, Shaheen, U, Abdallah, QMA, et al. Proapoptotic activity of Achillea membranacea essential oil and its major constituent 1,8-cineole against A2780 ovarian cancer cells. Molecules 2020; 25: 1582.",10.3390/molecules25071582,10.3390/molecules25071582,10.3390/molecules25071582,59.21951
304,10.1016/j.bmc.2018.05.024,"Wang, Y, Chen, Y, Cheng, X, et al. Design, synthesis and biological evaluation of pyrimidine derivatives as novel CDK2 inhibitors that induce apoptosis and cell cycle arrest in breast cancer cells. Bioorg Med Chem 2018; 26: 3491–501. PMID: 29853338",10.1016/j.bmc.2018.05.024,10.1016/j.bmc.2018.05.024,10.1016/j.bmc.2018.05.024,52.64069
305,10.1002/jcc.21256,"Morris, GM, Huey, R, Lindstrom, W, et al. AutoDock4 and AutoDockTools4: automated docking with selective receptor flexibility. J Comput Chem 2009; 30: 2785–91. PMID: 19399780",10.1002/jcc.21256,10.1002/jcc.21256,10.1002/jcc.21256,48.803078
306,,"Gouda, AM, Almalki, FA. Carprofen: a theoretical mechanistic study to investigate the impact of hydrophobic interactions of alkyl groups on modulation of COX-1/2 binding selectivity. SN Appl Sci 2019; 1: 332.",10.1007/s42452-019-0335-5,10.1007/s42452-019-0335-5,10.1007/s42452-019-0335-5,59.914852
308,,"Attallah, KM, Gouda, AM, Ibrahim, IT, Abouzeid, L. Design, synthesis, 99mTc labeling, and biological evaluation of a novel pyrrolizine derivative as potential anti-inflammatory agent. Radiochemistry 2017; 59: 630–8.",10.1134/s10663622170600121,10.1134/s10663622170600121,10.1134/s10663622170600121,64.25371
310,10.1021/jm0600388,"Lu, H, Schulze-Gahmen, U. Toward understanding the structural basis of cyclin-dependent kinase 6 specific inhibition. J Med Chem 2006; 49: 3826–31. PMID: 16789739",10.1021/jm0600388,10.1021/jm0600388,10.1021/jm0600388,53.382698
311,10.1021/cb2004516,"Baumli, S, Hole, AJ, Noble, ME, Endicott, JA. The CDK9 C-helix exhibits conformational plasticity that may explain the selectivity of CAN508. ACS Chem Biol 2012; 7: 811–6. PMID: 22292676",10.1021/cb2004516,10.1021/cb2004516,10.1021/cb2004516,64.71679
312,10.1038/srep42717,"Daina, A, Michielin, O, Zoete, V. SwissADME: a free web tool to evaluate pharmacokinetics, drug-likeness and medicinal chemistry friendliness of small molecules. Sci Rep 2017; 7: 42717. PMID: 28256516",10.1038/srep42717,10.1038/srep42717,10.1038/srep42717,69.10425
313,,"Lipinski, CA, Lombardo, F, Dominy, BW, Feeney, PJ. Experimental and computational approaches to estimate solubility and permeability in drug discovery and development settings. Adv Drug Deliv Rev 1997; 23: 3–25.",10.1016/s0169-409x(96)00423-1,10.1016/s0169-409x(96)00423-1,10.1016/s0169-409x(96)00423-1,52.429028
314,10.1023/a:1020444330011,"Zhao, YH, Abraham, MH, Le, J, et al. Rate-limited steps of human oral absorption and QSAR studies. Pharm Res 2002; 19: 1446–57. PMID: 12425461",10.1023/a:1020444330011,10.1002/jps.1031,10.1023/a:1020444330011,15.60845
315,10.1038/nrd842,"Atkins, JH, Gershell, LJ. Selective anticancer drugs. Nat Rev Drug Discov 2002; 1: 491–2. PMID: 12120255",10.1038/nrd842,10.1038/nrd842,10.1038/nrd842,41.210453
316,10.1038/nrd4504,"Asghar, U, Witkiewicz, AK, Turner, NC, Knudsen, ES. The history and future of targeting cyclin-dependent kinases in cancer therapy. Nat Rev Drug Discov 2015; 14: 130–46. PMID: 25633797",10.1038/nrd4504,10.1038/nrd4504,10.1038/nrd4504,52.15012
318,10.1016/s1359-6446(01)01712-3,"Li, AP. Screening for human ADME/Tox drug properties in drug discovery. Drug Discov Today 2001; 6: 357–66. PMID: 11267922",10.1016/s1359-6446(01)01712-3,10.1016/s1359-6446(01)01712-3,10.1016/s1359-6446(01)01712-3,43.866875
319,10.2174/156802611794480927,"Gleeson, MP, Hersey, A, Hannongbua, S. In-silico ADME models: a general assessment of their utility in drug discovery applications. Curr Top Med Chem 2011; 11: 358–81. PMID: 21320065",10.2174/156802611794480927,10.2174/156802611794480927,10.2174/156802611794480927,50.760536
320,10.2174/1389200218666170316094104,"Yan, G, Wang, X, Chen, Z, et al. In-silico ADME studies for new drug discovery: from chemical compounds to Chinese herbal medicines. Curr Drug Metab 2017; 18: 535–9. PMID: 28302029",10.2174/1389200218666170316094104,10.2174/1389200218666170316094104,10.2174/1389200218666170316094104,41.582446999999995
321,10.1016/s0140-6736(18)32203-7,"GBD 2017 Causes of Death Collaborators Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980-2017: a systematic analysis for the Global Burden of Disease Study 2017. Lancet. 2018 10; 392(10159): 1736–8. PMID: 30496103",10.3410/f.725286838.793544011,10.1097/01.ogx.0000511935.64476.66,10.1016/s0140-6736(18)32203-7,46.42066
322,10.1002/ccd.1810160103,"Campeau, L. Percutaneous radial artery approach for coronary angiography. Cathet Cardiovasc Diagn. 1989 janv; 16(1): 3–7. PMID: 2912567",10.1002/ccd.1810160103,10.1002/ccd.1810160103,10.1002/ccd.1810160103,43.114906
324,,"Babunashvili, A, Dundua, D. Recanalization and reuse of early occluded radial artery within 6 days after previous transradial diagnostic procedure. Catheterization Cardiovasc Interventions. 2011; 77(4): 530–536.",10.1002/ccd.22846,10.1002/ccd.22846,10.1002/ccd.22846,65.71699
325,,"Kiemeneij, F. Left distal transradial access in the anatomical snuffbox for coronary angiography (ldTRA) and interventions (ldTRI) [Internet]. EuroIntervention. [ citéd 2019 10 12]. Disponible sur: https://eurointervention.pcronline.com/article/left-distal-transradial-access-in-the-anatomical-snuffbox-for-coronary-angiography-ldtra-and-interventions-ldtri",10.4244/eij-d-17-00079,10.4244/eij-d-17-00079,10.4244/eij-d-17-00079,61.331703000000005
326,,"Vefalı V, Sarıçam E. The Comparison of Traditional Radial Access and Novel Distal Radial Access for Cardiac Catheterization. Cardiovasc Revasc Med. 2020 Apr;21(4):496–500.",10.1016/j.carrev.2019.07.001,10.1016/j.carrev.2019.07.001,10.1016/j.carrev.2019.07.001,57.272156
327,,"Koutouzis, M, Kontopodis, E, Tassopoulos, A, et al. Distal versus traditional radial approach for coronary angiography. Cardiovasc Revascularization Med. 2019 août 1; 20(8): 678–680.",10.1016/j.carrev.2018.09.018,10.1016/j.carrev.2018.09.018,10.1016/j.carrev.2018.09.018,41.727394
328,10.1016/j.carrev.2020.03.020.,"Hamandi, M, Saad, M, Hasan, R, et al. Distal versus conventional transradial artery access for coronary angiography and intervention: A meta-analysis. Cardiovasc Revasc Med. 2020 Mars 14 DOI: DOI: 10.1016/j.carrev.2020.03.020.",10.1016/j.carrev.2020.03.020,10.1016/j.carrev.2020.03.020,10.1016/j.carrev.2020.03.020,42.292408
329,,"Amin, MR, Singha, CK, Banerjee, SK, et al. Comparison of distal transradial in the anatomical snuffbox versus conventional transradial access for coronary angiography and intervention-an experience in 100 cases. Univ Heart J. 2017; 13(2): 40–45.",10.3329/uhj.v13i2.37657,10.3329/uhj.v13i2.37657,10.3329/uhj.v13i2.37657,62.040436
330,,"Gajurel, RM, Sahi, R, Shrestha, H, et al. Initial experience on anatomical snuff box approach for coronary angiogram & percutaneous coronary intervention in a tertiary care center Nepal. World J Cardiovasc Dis. 2018 déc 28; 08(12): 578.",10.4236/wjcd.2018.812057,10.4236/wjcd.2018.812057,10.4236/wjcd.2018.812057,62.562008
331,10.7759/cureus.7201,"Nairoukh, Z, Jahangir, S, Adjepong, D, et al. Distal radial artery access: the future of cardiovascular intervention. Cureus. 2020 3 7; 12(3): e7201. PMID: 32269880",10.7759/cureus.7201,10.7759/cureus.7201,10.7759/cureus.7201,48.84918
332,,"Coomes, EA, Haghbayan, H, Cheema, AN. Distal transradial access for cardiac catheterization: a systematic scoping review. Catheterization Cardiovasc Interventions. citéd 2020 janv 30.",10.1002/ccd.28623,10.1002/ccd.28623,10.1002/ccd.28623,54.87818000000001
333,10.4244/eij-d-18-00635,"Lee, J-W, Park, SW, Son, J-W, et al. Real-world experience of the left distal transradial approach for coronary angiography and percutaneous coronary intervention: a prospective observational study (LeDRA). EuroIntervention. 2018 10 12; 14(9): e995–1003. PMID: 30222122",10.4244/eij-d-18-00635,10.4244/eij-d-18-00635,10.4244/eij-d-18-00635,59.224430000000005
334,10.1111/joic.12559,"Coughlan, JJ, Zebrauskaite, A, Arnous, S, et al. Left distal trans-radial access facilitates earlier discharge post-coronary angiography. J Interv Cardiol. 2018 déc; 31(6): 964–968. PMID: 30187577",10.1111/joic.12559,10.1111/joic.12559,10.1111/joic.12559,61.55079
335,10.5114/aic.2019.83771,"Wretowski, D, Krakowian, M, Łabyk, A, et al. Very distal transradial approach (VITRO) for coronary interventions. Postepy Kardiol Interwencyjnej. 2019; 15(1): 42–45. PMID: 31043983",10.5114/aic.2019.83771,10.5114/aic.2019.83771,10.5114/aic.2019.83771,49.488686
336,,"Kühn, AL, de Macedo Rodrigues, K, Singh, J, et al. Distal radial access in the anatomical snuffbox for neurointerventions: a feasibility, safety, and proof-of-concept study. J Neurointerv Surg. 2020 janv 8; 12(8): 798–801.",10.1136/neurintsurg-2019-015604,10.1136/neurintsurg-2019-015604,10.1136/neurintsurg-2019-015604,57.93545
337,,"Hamon, M, Pristipino, C, Mario, CD, et al. Consensus document on the radial approach in percutaneous cardiovascular interventions: position paper by the European association of percutaneous cardiovascular interventions and working groups on acute cardiac care** and thrombosis of the European society of cardiology [Internet]. EuroIntervention. [ citéd 2019 11 5]. Disponible sur: https://eurointervention.pcronline.com/article/consensus-document-on-the-radial-approach-in-percutaneous-cardiovascular-interventions-position-paper-by-the-european-association-of-percutaneous-cardiovascular-interventions-and-working-groups-on-acute-cardiac-care-and-thrombosis-of-the-european-society-of-cardiology",10.4244/eijv8i11a192,10.4244/eijv8i11a192,10.4244/eijv8i11a192,62.967903
338,10.1016/j.jcin.2011.08.011,"Uhlemann, M, Möbius-Winkler, S, Mende, M, et al. The leipzig prospective vascular ultrasound registry in radial artery catheterization: impact of sheath size on vascular complications. JACC Cardiovasc Interv. 2012 1 1; 5(1): 36–43. PMID: 22230148",10.1016/j.jcin.2011.08.011,10.1016/j.jcin.2011.08.011,10.1016/j.jcin.2011.08.011,47.681038
339,10.1016/s0002-9149(98)00821-2,"Nagai, S, Abe, S, Sato, T, et al. Ultrasonic assessment of vascular complications in coronary angiography and angioplasty after transradial approach. Am J Cardiol. 1999 janv 15; 83(2): 180–186. PMID: 10073818",10.1016/s0002-9149(98)00821-2,10.1016/s0002-9149(98)00821-2,10.1016/s0002-9149(98)00821-2,39.406826
341,,"Mizuguchi, Y, Izumikawa, T, Hashimoto, S, et al. Efficacy and safety of the distal transradial approach in coronary angiography and percutaneous coronary intervention: a Japanese multicenter experience. Cardiovasc Interv Ther. 2019; 24.",10.1007/s12928-019-00590-0,10.1007/s12928-019-00590-0,10.1007/s12928-019-00590-0,52.1462
343,,"Okuyan, H, Hzal, F, Taçoy, G, et al. Angiographic evaluation of the radial artery diameter in patients who underwent coronary angiography or coronary intervention. J Invasive Cardiol. 2013 juill; 25(7): 353–357. PMID: 23813065",10.1016/j.jacc.2013.08.666,10.1016/j.jacc.2013.08.666,10.1016/j.jacc.2013.08.666,47.688763
344,,"Naito, T, Sawaoka, T, Sasaki, K, et al. Evaluation of the diameter of the distal radial artery at the anatomical snuff box using ultrasound in Japanese patients. Cardiovasc Interventions Ther [Internet] 2019 janv 7 [ citéd août 21]; Disponible sur; 34: 312–316.",10.1007/s12928-018-00567-5,10.1007/s12928-018-00567-5,10.1007/s12928-018-00567-5,49.98874
345,,"Davis, BJ, Roughley, SD. Fragment-based lead discovery. Annu Rep Med Chem 2017; 50: 371–439.",10.1016/bs.armc.2017.07.002,10.1016/bs.armc.2017.07.002,10.1016/bs.armc.2017.07.002,32.647385
346,10.1038/nchem.217,"Murray, CW, Rees, DC. The rise of fragment-based drug discovery. Nat Chem 2009; 1: 187–92. PMID: 21378847",10.1038/nchem.217,10.1038/nchem.217,10.1038/nchem.217,29.645788
347,10.1007/s10858-013-9740-z,"Harner, MJ, Frank, AO, Fesik, SW. Fragment-based drug discovery using NMR spectroscopy. J Biomol NMR 2013; 56: 65–75. PMID: 23686385",10.1007/s10858-013-9740-z,10.1007/s10858-013-9740-z,10.1007/s10858-013-9740-z,47.747543
348,,"Ma, R, Wang, P, Wu, J, Ruan, K. Process of fragment-based lead discovery –a perspective from NMR. Molecules 2016; 21: 854.",10.3390/molecules21070854,10.3390/molecules21070854,10.3390/molecules21070854,42.2424
349,10.1021/jm200558u,"Verdonk, ML, Giangreco, I, Hall, RJ, et al. Docking performance of fragments and druglike compounds. J Med Chem 2011; 54: 5422–31. PMID: 21692478",10.1021/jm200558u,10.1021/jm200558u,10.1021/jm200558u,41.25134
350,10.2174/156802612804547371,"Mortier, J, Rakers, C, Frederick, R, Wolber, G. Computational tools for in silico fragment-based drug design. Curr Top Med Chem 2012; 12: 1935–43. PMID: 23116473",10.2174/156802612804547371,10.2174/156802612804547371,10.2174/156802612804547371,43.372475
351,10.1111/j.1582-4934.2008.00665.x,"Zoete, V, Grosdidier, A, Michielin, O. Docking, virtual high throughput screening and in silico fragment-based drug design. J Cell Mol Med 2009; 13: 238–48. PMID: 19183238",10.1111/j.1582-4934.2008.00665.x,10.1111/j.1582-4934.2008.00665.x,10.1111/j.1582-4934.2008.00665.x,51.636803
352,10.1021/jm00067a013,"Caflisch, A, Miranker, A, Karplus, M. Multiple copy simultaneous search and construction of ligands in binding sites: application to inhibitors of HIV-1 aspartic proteinase. J Med Chem 1993; 36: 2142–67. PMID: 8340918",10.1021/jm00067a013,10.1021/jm00067a013,10.1021/jm00067a013,64.16289
353,10.1021/acs.jcim.7b00625,"Martinez-Rosell, G, Harvey, MJ, De Fabritiis, G. Molecular-simulation-driven fragment screening for the discovery of new CXCL12 inhibitors. J Chem Inf Model 2018; 58: 683–91. PMID: 29481075",10.1021/acs.jcim.7b00625,10.1021/acs.jcim.7b00625,10.1021/acs.jcim.7b00625,54.421337
354,10.1021/acs.jctc.9b00069,"Linker, SM, Magarkar, A, Köfinger, J, et al. Fragment binding pose predictions using unbiased simulations and Markov-state models. J Chem Theory Comput 2019; 15: 4974–81. PMID: 31402652",10.1021/acs.jctc.9b00069,10.1021/acs.jctc.9b00069,10.1021/acs.jctc.9b00069,57.709362
355,10.1021/ci400766b,"Sabbadin, D, Moro, S. Supervised molecular dynamics (SuMD) as a helpful tool to depict GPCR-ligand recognition pathway in a nanosecond time scale. J Chem Inf Model 2014; 54: 372–6. PMID: 24456045",10.1021/ci400766b,10.1021/ci400766b,10.1021/ci400766b,70.5432
356,10.1021/acs.jcim.5b00702,"Cuzzolin, A, Sturlese, M, Deganutti, G, et al. Deciphering the complexity of ligand-protein recognition pathways using supervised molecular dynamics (SuMD) simulations. J Chem Inf Model 2016; 56: 687–705. PMID: 27019343",10.1021/acs.jcim.5b00702,10.1021/acs.jcim.5b00702,10.1021/acs.jcim.5b00702,61.714493000000004
357,10.1016/j.str.2017.02.009,"Salmaso, V, Sturlese, M, Cuzzolin, A, Moro, S. Exploring protein-peptide recognition pathways using a supervised molecular dynamics approach. Structure 2017; 25: 655–62.e2. PMID: 28319010",10.1016/j.str.2017.02.009,10.1016/j.str.2017.02.009,10.1016/j.str.2017.02.009,58.549538
358,10.1038/nature03579,"Oltersdorf, T, Elmore, SW, Shoemaker, AR, et al. An inhibitor of Bcl-2 family proteins induces regression of solid tumours. Nature 2005; 435: 677–81. PMID: 15902208",10.3410/f.1026512.327607,10.1038/nature03579,10.1038/nature03579,31.603316999999997
359,10.1038/nrd.2016.253,"Ashkenazi, A, Fairbrother, WJ, Leverson, JD, Souers, AJ. From basic apoptosis discoveries to advanced selective BCL-2 family inhibitors. Nat Rev Drug Discov 2017; 16: 273–84. PMID: 28209992",10.1038/nrd.2016.253,10.1038/nrd.2016.253,10.1038/nrd.2016.253,59.63788
360,10.1016/j.compbiolchem.2018.08.007,"Maity, A, Majumdar, S, Ghosh Dastidar, S. Flexibility enables to discriminate between ligands: Lessons from structural ensembles of Bcl-xl and Mcl-1. Comput Biol Chem 2018; 77: 17–27. PMID: 30195235",10.1016/j.compbiolchem.2018.08.007,10.1016/j.compbiolchem.2018.08.007,10.1016/j.compbiolchem.2018.08.007,60.923492
361,10.1371/journal.pone.0064400,"Aguirre, C, ten Brink, T, Walker, O, et al. BcL-xL conformational changes upon fragment binding revealed by NMR. PLoS One 2013; 8: e64400. PMID: 23717610",10.1371/journal.pone.0064400,10.1371/journal.pone.0064400,10.1371/journal.pone.0064400,56.256443000000004
